Physics,Maths,Chemistry,Biology,Mean,Locality,Budget,Entrance,prev_stream,College_Section
79,84,78,91,93.4,Nashik,110000.0,135,Diploma,1
67,75,66,72,95.8,Nashik,70000.0,199,Diploma,1
70,64,69,70,93.2,Mumbai,20000.0,193,Arts,1
50,42,49,48,57.6,Pune,50000.0,99,Arts,1
69,84,68,82,78.2,Pune,170000.0,88,Diploma,1
52,61,51,66,86.0,Pune,180000.0,200,Arts,1
47,62,46,66,68.4,Pune,200000.0,121,Arts,1
46,61,45,55,55.8,Nashik,200000.0,72,Commerce,1
68,70,67,66,72.4,Mumbai,140000.0,91,Arts,1
100,100,99,100,106.2,Pune,90000.0,132,Diploma,1
44,61,43,52,67.6,Nashik,150000.0,138,Diploma,1
57,77,56,80,67.4,Mumbai,70000.0,67,Diploma,1
91,96,90,91,112.4,Mumbai,170000.0,194,Arts,1
69,70,68,67,79.2,Pune,180000.0,122,Arts,1
35,53,34,46,71.0,Mumbai,30000.0,187,Arts,1
72,66,71,66,83.6,Pune,30000.0,143,Arts,1
54,65,53,65,64.6,Nashik,90000.0,86,Arts,1
74,70,73,69,90.8,Nashik,90000.0,168,Commerce,1
74,64,73,60,65.4,Nashik,170000.0,56,Diploma,1
64,56,63,52,79.8,Nashik,10000.0,164,Commerce,1
65,61,64,71,91.0,Mumbai,80000.0,194,Diploma,1
46,43,45,44,55.4,Nashik,100000.0,99,Arts,1
48,56,47,51,63.8,Pune,90000.0,117,Diploma,1
67,74,66,70,75.2,Mumbai,30000.0,99,Diploma,1
62,57,61,62,80.8,Mumbai,20000.0,162,Arts,1
61,71,60,73,68.4,Pune,30000.0,77,Diploma,1
70,75,69,74,88.4,Nashik,190000.0,154,Diploma,1
98,87,97,90,96.4,Mumbai,40000.0,110,Arts,1
70,63,69,58,80.0,Nashik,130000.0,140,Diploma,1
67,57,66,53,79.6,Nashik,170000.0,155,Diploma,1
57,58,56,57,57.4,Mumbai,10000.0,59,Diploma,1
85,81,84,85,92.2,Nashik,200000.0,126,Commerce,1
77,68,76,69,70.8,Pune,70000.0,64,Arts,1
72,66,71,72,84.0,Nashik,80000.0,139,Commerce,1
78,91,77,96,100.2,Mumbai,100000.0,159,Arts,1
81,66,80,64,70.0,Pune,100000.0,59,Diploma,1
61,62,60,61,79.0,Pune,10000.0,151,Diploma,1
58,68,57,61,77.6,Pune,120000.0,144,Diploma,1
54,61,53,58,64.6,Nashik,70000.0,97,Diploma,1
82,82,81,80,91.8,Pune,110000.0,134,Diploma,1
49,58,48,60,59.2,Pune,10000.0,81,Diploma,1
49,50,48,52,52.6,Mumbai,160000.0,64,Arts,1
57,75,56,73,78.8,Nashik,30000.0,133,Diploma,1
94,73,93,71,91.8,Pune,30000.0,128,Diploma,1
75,77,74,83,81.8,Mumbai,90000.0,100,Diploma,1
74,74,73,72,87.6,Mumbai,90000.0,145,Arts,1
58,52,57,54,75.2,Pune,90000.0,155,Arts,1
62,69,61,69,75.8,Nashik,170000.0,118,Diploma,1
72,57,71,62,74.4,Nashik,90000.0,110,Diploma,1
84,87,83,81,82.4,Nashik,180000.0,77,Arts,1
92,100,91,100,99.6,Mumbai,10000.0,115,Arts,1
45,63,44,59,53.4,Mumbai,80000.0,56,Diploma,1
75,81,74,71,95.8,Pune,160000.0,178,Diploma,1
56,58,55,64,79.0,Mumbai,190000.0,162,Diploma,1
48,54,47,53,53.0,Nashik,10000.0,63,Diploma,1
100,100,99,100,91.0,Nashik,50000.0,56,Diploma,1
65,76,64,75,77.8,Pune,130000.0,109,Arts,1
72,57,71,58,91.6,Mumbai,170000.0,200,Diploma,1
62,70,61,72,72.4,Nashik,10000.0,97,Diploma,1
66,68,65,64,63.6,Mumbai,170000.0,55,Diploma,1
63,63,62,60,72.0,Mumbai,140000.0,112,Diploma,1
68,76,67,67,80.4,Nashik,140000.0,124,Arts,1
75,84,74,80,91.0,Nashik,180000.0,142,Arts,1
89,100,88,100,95.4,Pune,140000.0,100,Diploma,1
78,72,77,69,97.2,Pune,80000.0,190,Diploma,1
53,50,52,60,63.2,Nashik,90000.0,101,Diploma,1
49,65,48,61,81.6,Pune,10000.0,185,Arts,1
54,63,53,67,64.4,Pune,100000.0,85,Diploma,1
64,82,63,77,69.8,Pune,70000.0,63,Diploma,1
60,62,59,60,61.8,Nashik,80000.0,68,Diploma,1
62,65,61,58,76.8,Pune,40000.0,138,Diploma,1
55,41,54,48,61.2,Pune,180000.0,108,Arts,1
91,95,90,94,87.8,Nashik,170000.0,69,Arts,1
8,24,7,23,48.0,Mumbai,60000.0,178,Arts,1
81,78,80,78,96.2,Pune,10000.0,164,Science,1
79,85,78,86,92.8,Mumbai,100000.0,136,Commerce,1
78,87,77,91,79.4,Pune,50000.0,64,Diploma,1
74,75,73,82,82.4,Mumbai,90000.0,108,Arts,1
57,51,56,54,59.8,Pune,90000.0,81,Diploma,1
40,59,39,51,77.4,Nashik,170000.0,198,Arts,1
81,75,80,76,101.4,Mumbai,20000.0,195,Commerce,1
44,45,43,45,62.2,Nashik,60000.0,134,Arts,1
67,86,66,83,74.0,Nashik,170000.0,68,Diploma,1
86,81,85,75,90.0,Nashik,40000.0,123,Arts,1
65,82,64,78,91.0,Pune,10000.0,166,Arts,1
55,76,54,76,80.2,Mumbai,190000.0,140,Diploma,1
62,72,61,74,89.4,Nashik,120000.0,178,Diploma,1
63,63,62,62,84.6,Nashik,60000.0,173,Diploma,1
88,99,87,95,86.6,Mumbai,110000.0,64,Diploma,1
62,55,61,55,69.0,Mumbai,170000.0,112,Commerce,1
59,71,58,65,79.8,Pune,30000.0,146,Diploma,1
68,78,67,77,91.4,Mumbai,140000.0,167,Commerce,1
77,86,76,86,76.4,Nashik,130000.0,57,Arts,1
72,72,71,74,71.8,Nashik,60000.0,70,Diploma,1
69,90,68,88,83.0,Pune,20000.0,100,Diploma,1
90,95,89,93,109.0,Mumbai,160000.0,178,Arts,1
47,57,46,44,58.8,Pune,180000.0,100,Diploma,1
76,78,75,75,73.0,Pune,160000.0,61,Diploma,1
71,83,70,78,70.6,Pune,150000.0,51,Diploma,1
88,95,87,92,98.8,Mumbai,170000.0,132,Diploma,1
40,43,39,39,50.4,Pune,40000.0,91,Diploma,1
64,64,63,67,83.4,Nashik,170000.0,159,Arts,1
38,60,37,50,54.8,Pune,190000.0,89,Arts,1
58,54,57,52,79.4,Mumbai,70000.0,176,Commerce,1
40,52,39,43,56.6,Nashik,100000.0,109,Arts,1
65,81,64,73,81.8,Nashik,100000.0,126,Diploma,1
78,72,77,70,85.8,Pune,180000.0,132,Diploma,1
50,53,49,58,60.8,Mumbai,150000.0,94,Commerce,1
69,75,68,78,79.4,Mumbai,180000.0,107,Commerce,1
88,89,87,86,105.0,Nashik,100000.0,175,Arts,1
18,32,17,28,39.0,Nashik,70000.0,100,Arts,1
46,42,45,46,63.8,Mumbai,160000.0,140,Commerce,1
54,58,53,61,80.4,Nashik,60000.0,176,Commerce,1
66,69,65,63,90.4,Nashik,150000.0,189,Arts,1
65,75,64,70,87.6,Mumbai,130000.0,164,Arts,1
44,54,43,53,57.0,Nashik,10000.0,91,Arts,1
69,73,68,73,95.6,Nashik,180000.0,195,Diploma,1
74,71,73,80,85.6,Mumbai,100000.0,130,Diploma,1
73,74,72,72,71.0,Nashik,90000.0,64,Diploma,1
69,54,68,55,60.0,Mumbai,60000.0,54,Commerce,1
67,69,66,75,73.2,Pune,20000.0,89,Diploma,1
70,70,69,65,93.0,Nashik,130000.0,191,Arts,1
62,70,61,75,88.8,Mumbai,90000.0,176,Arts,1
69,74,68,74,88.2,Nashik,50000.0,156,Arts,1
63,65,62,61,79.6,Pune,70000.0,147,Diploma,1
56,72,55,65,75.2,Pune,60000.0,128,Arts,1
40,42,39,38,70.4,Mumbai,140000.0,193,Commerce,1
97,87,96,82,95.4,Mumbai,120000.0,115,Diploma,1
81,81,80,79,78.8,Nashik,20000.0,73,Diploma,1
74,81,73,83,89.8,Mumbai,170000.0,138,Commerce,1
50,64,49,59,73.2,Mumbai,60000.0,144,Arts,1
75,90,74,88,85.6,Pune,20000.0,101,Arts,1
57,56,56,57,68.0,Mumbai,110000.0,114,Diploma,1
55,61,54,54,63.0,Nashik,180000.0,91,Arts,1
58,73,57,68,77.2,Nashik,150000.0,130,Commerce,1
53,58,52,65,66.6,Nashik,180000.0,105,Arts,1
59,65,58,66,76.0,Pune,180000.0,132,Diploma,1
50,56,49,54,65.6,Pune,20000.0,119,Diploma,1
65,54,64,57,73.6,Mumbai,180000.0,128,Diploma,1
55,65,54,62,82.4,Pune,10000.0,176,Diploma,1
66,71,65,76,75.6,Mumbai,140000.0,100,Diploma,1
57,74,56,76,86.2,Nashik,100000.0,168,Diploma,1
82,84,81,82,77.2,Mumbai,200000.0,57,Diploma,1
53,55,52,48,51.6,Mumbai,20000.0,50,Arts,1
77,69,76,68,78.4,Mumbai,60000.0,102,Arts,1
53,44,52,42,77.0,Mumbai,140000.0,194,Arts,1
88,78,87,75,85.0,Nashik,100000.0,97,Arts,1
71,84,70,87,94.2,Nashik,50000.0,159,Diploma,1
33,41,32,43,46.2,Mumbai,30000.0,82,Diploma,1
82,85,81,86,84.2,Pune,120000.0,87,Diploma,1
52,55,51,49,78.8,Mumbai,100000.0,187,Arts,1
58,59,57,58,57.0,Mumbai,120000.0,53,Arts,1
0,17,-1,10,20.6,Pune,30000.0,77,Arts,1
79,74,78,72,73.0,Nashik,20000.0,62,Arts,1
39,39,38,34,47.2,Pune,120000.0,86,Arts,1
62,61,61,55,70.2,Pune,60000.0,112,Science,1
69,80,68,71,79.6,Pune,100000.0,110,Arts,1
59,58,58,59,80.0,Nashik,10000.0,166,Diploma,1
67,64,66,61,68.6,Pune,200000.0,85,Science,1
45,37,44,37,69.8,Nashik,200000.0,186,Arts,1
60,72,59,74,70.2,Mumbai,90000.0,86,Diploma,1
61,58,60,56,64.0,Pune,150000.0,85,Diploma,1
39,64,38,57,57.8,Nashik,90000.0,91,Arts,1
58,63,57,73,67.0,Nashik,90000.0,84,Arts,1
63,55,62,63,66.2,Mumbai,180000.0,88,Arts,1
41,51,40,48,46.0,Pune,80000.0,50,Diploma,1
61,57,60,56,61.4,Pune,160000.0,73,Diploma,1
49,49,48,41,69.2,Pune,10000.0,159,Commerce,1
44,41,43,38,61.6,Mumbai,60000.0,142,Arts,1
30,26,29,22,45.2,Nashik,150000.0,119,Diploma,1
80,78,79,81,74.2,Pune,130000.0,53,Diploma,1
61,74,60,72,73.4,Mumbai,60000.0,100,Commerce,1
62,68,61,68,63.6,Mumbai,70000.0,59,Arts,1
47,49,46,50,67.2,Mumbai,170000.0,144,Diploma,1
49,45,48,45,71.2,Pune,110000.0,169,Commerce,1
50,47,49,54,58.2,Pune,130000.0,91,Diploma,1
72,64,71,63,65.4,Mumbai,50000.0,57,Diploma,1
42,39,41,34,41.4,Nashik,200000.0,51,Diploma,1
73,80,72,82,91.8,Pune,20000.0,152,Commerce,1
76,83,75,88,92.4,Nashik,180000.0,140,Diploma,1
71,71,70,74,69.8,Nashik,30000.0,63,Arts,1
58,70,57,67,76.8,Nashik,170000.0,132,Diploma,1
73,86,72,82,93.4,Nashik,110000.0,154,Arts,1
65,72,64,74,74.2,Mumbai,160000.0,96,Arts,1
27,34,26,36,53.2,Pune,10000.0,143,Diploma,1
71,79,70,71,82.0,Mumbai,10000.0,119,Arts,1
43,45,42,50,61.2,Nashik,60000.0,126,Diploma,1
79,86,78,92,78.4,Pune,170000.0,57,Arts,1
78,81,77,82,77.6,Mumbai,130000.0,70,Arts,1
65,66,64,62,70.4,Mumbai,60000.0,95,Diploma,1
63,72,62,70,78.4,Pune,10000.0,125,Diploma,1
58,67,57,62,69.0,Pune,130000.0,101,Diploma,1
65,67,64,62,90.8,Nashik,30000.0,196,Arts,1
79,67,78,67,69.4,Pune,190000.0,56,Diploma,1
68,74,67,74,91.8,Mumbai,170000.0,176,Commerce,1
85,91,84,89,84.0,Mumbai,40000.0,71,Arts,1
60,44,59,47,77.6,Mumbai,130000.0,178,Diploma,1
98,86,97,90,93.8,Pune,130000.0,98,Diploma,1
58,67,57,72,89.0,Nashik,180000.0,191,Arts,1
87,100,86,100,98.6,Nashik,20000.0,120,Diploma,1
66,63,65,64,72.8,Mumbai,90000.0,106,Diploma,1
52,76,51,70,70.0,Mumbai,60000.0,101,Diploma,1
70,64,69,72,80.2,Pune,80000.0,126,Commerce,1
77,89,76,98,107.8,Nashik,50000.0,199,Arts,1
62,55,61,49,77.8,Nashik,130000.0,162,Commerce,1
54,53,53,47,68.4,Mumbai,150000.0,135,Diploma,1
51,58,50,54,73.6,Pune,200000.0,155,Arts,1
99,100,98,100,91.2,Pune,200000.0,59,Diploma,1
84,77,83,74,87.4,Mumbai,50000.0,119,Diploma,1
75,85,74,82,96.0,Nashik,20000.0,164,Diploma,1
78,82,77,79,93.4,Pune,150000.0,151,Diploma,1
51,63,50,61,63.0,Nashik,40000.0,90,Arts,1
55,69,54,65,60.2,Nashik,80000.0,58,Commerce,1
79,92,78,89,78.2,Mumbai,50000.0,53,Diploma,1
91,89,90,92,111.8,Mumbai,120000.0,197,Diploma,1
88,93,87,93,89.0,Nashik,90000.0,84,Arts,1
63,57,62,56,67.2,Mumbai,10000.0,98,Diploma,1
83,80,82,73,84.2,Pune,90000.0,103,Diploma,1
87,95,86,86,90.8,Nashik,90000.0,100,Diploma,1
72,68,71,67,94.0,Nashik,30000.0,192,Diploma,1
65,77,64,74,81.4,Mumbai,20000.0,127,Diploma,1
82,82,81,74,102.6,Mumbai,50000.0,194,Diploma,1
51,49,50,51,67.0,Pune,60000.0,134,Science,1
89,84,88,82,108.6,Pune,80000.0,200,Diploma,1
53,37,52,40,51.0,Nashik,180000.0,73,Arts,1
87,74,86,70,98.0,Nashik,200000.0,173,Diploma,1
75,81,74,84,79.0,Mumbai,50000.0,81,Diploma,1
74,79,73,75,71.8,Pune,30000.0,58,Diploma,1
58,55,57,48,56.0,Nashik,110000.0,62,Diploma,1
51,54,50,41,61.8,Nashik,30000.0,113,Diploma,1
70,55,69,56,84.6,Pune,70000.0,173,Diploma,1
59,66,58,67,71.4,Nashik,80000.0,107,Diploma,1
71,61,70,69,75.4,Mumbai,170000.0,106,Diploma,1
76,72,75,71,78.2,Nashik,60000.0,97,Diploma,1
59,62,58,64,67.2,Nashik,60000.0,93,Arts,1
42,55,41,54,74.6,Nashik,130000.0,181,Commerce,1
57,43,56,47,80.4,Pune,180000.0,199,Diploma,1
88,73,87,78,76.8,Nashik,60000.0,58,Commerce,1
22,39,21,33,33.4,Nashik,60000.0,52,Diploma,1
88,84,87,75,87.6,Mumbai,190000.0,104,Diploma,1
73,68,72,66,82.0,Pune,160000.0,131,Arts,1
68,75,67,81,85.2,Mumbai,20000.0,135,Arts,1
100,100,99,93,89.8,Mumbai,100000.0,57,Science,1
62,67,61,69,89.8,Pune,120000.0,190,Arts,1
77,67,76,68,83.4,Pune,50000.0,129,Diploma,1
59,70,58,66,61.6,Pune,100000.0,55,Diploma,1
54,49,53,47,67.6,Nashik,90000.0,135,Arts,1
62,67,61,61,69.6,Nashik,40000.0,97,Diploma,1
70,89,69,88,102.8,Mumbai,180000.0,198,Diploma,1
66,74,65,78,79.0,Mumbai,200000.0,112,Diploma,1
60,60,59,60,69.2,Mumbai,10000.0,107,Diploma,1
61,86,60,87,92.4,Nashik,40000.0,168,Arts,1
66,62,65,64,77.2,Mumbai,90000.0,129,Diploma,1
82,78,81,74,92.6,Pune,30000.0,148,Diploma,1
75,88,74,85,88.4,Nashik,190000.0,120,Arts,1
49,53,48,52,51.2,Nashik,130000.0,54,Diploma,1
52,53,51,49,64.0,Pune,90000.0,115,Arts,1
81,92,80,91,81.0,Nashik,200000.0,61,Diploma,1
96,100,95,100,95.8,Nashik,130000.0,88,Diploma,1
53,51,52,51,64.8,Pune,160000.0,117,Arts,1
58,76,57,78,89.0,Pune,170000.0,176,Arts,1
68,83,67,78,98.4,Pune,30000.0,196,Diploma,1
67,75,66,70,82.0,Pune,180000.0,132,Diploma,1
72,73,71,74,69.6,Nashik,200000.0,58,Diploma,1
94,88,93,78,97.4,Nashik,160000.0,134,Arts,1
79,86,78,81,75.6,Mumbai,150000.0,54,Arts,1
63,67,62,70,89.6,Mumbai,100000.0,186,Commerce,1
43,51,42,54,64.0,Mumbai,150000.0,130,Commerce,1
81,91,80,87,87.2,Nashik,90000.0,97,Arts,1
46,54,45,58,63.4,Mumbai,70000.0,114,Diploma,1
71,77,70,77,94.2,Nashik,100000.0,176,Arts,1
52,70,51,62,71.0,Pune,200000.0,120,Diploma,1
97,100,96,100,110.4,Mumbai,10000.0,159,Arts,1
62,68,61,75,89.0,Nashik,60000.0,179,Arts,1
46,64,45,66,55.8,Nashik,120000.0,58,Diploma,1
50,50,49,47,62.2,Mumbai,20000.0,115,Arts,1
65,69,64,70,85.8,Mumbai,40000.0,161,Arts,1
45,52,44,49,73.8,Pune,190000.0,179,Diploma,1
65,67,64,65,72.4,Pune,90000.0,101,Commerce,1
80,76,79,65,72.6,Mumbai,180000.0,63,Arts,1
62,66,61,68,84.2,Nashik,10000.0,164,Arts,1
48,52,47,45,50.0,Mumbai,30000.0,58,Commerce,1
77,88,76,87,104.4,Mumbai,200000.0,194,Arts,1
66,65,65,69,92.0,Pune,10000.0,195,Diploma,1
76,83,75,79,78.0,Nashik,60000.0,77,Diploma,1
62,64,61,66,64.0,Pune,180000.0,67,Arts,1
77,62,76,62,66.2,Pune,10000.0,54,Diploma,1
69,84,68,85,84.8,Pune,30000.0,118,Commerce,1
61,55,60,52,67.0,Nashik,10000.0,107,Arts,2
59,69,58,65,72.0,Pune,180000.0,109,Diploma,2
55,56,54,51,73.0,Pune,200000.0,149,Diploma,2
45,53,44,55,75.6,Nashik,40000.0,181,Diploma,2
78,79,77,76,80.4,Mumbai,30000.0,92,Diploma,2
67,84,66,86,98.2,Pune,170000.0,188,Diploma,2
65,81,64,77,74.4,Nashik,10000.0,85,Arts,2
69,77,68,69,73.0,Pune,100000.0,82,Diploma,2
57,69,56,68,71.6,Mumbai,40000.0,108,Commerce,2
59,41,58,42,62.6,Pune,40000.0,113,Diploma,2
74,71,73,78,78.0,Mumbai,90000.0,94,Diploma,2
82,62,81,62,82.4,Pune,30000.0,125,Commerce,2
81,80,80,76,90.6,Nashik,160000.0,136,Diploma,2
74,81,73,76,90.8,Mumbai,190000.0,150,Diploma,2
58,61,57,66,74.6,Nashik,130000.0,131,Arts,2
80,79,79,79,100.8,Nashik,110000.0,187,Arts,2
35,28,34,27,36.2,Pune,70000.0,57,Arts,2
42,62,41,60,54.0,Nashik,10000.0,65,Arts,2
60,51,59,56,60.0,Nashik,120000.0,74,Diploma,2
87,91,86,81,85.0,Pune,190000.0,80,Diploma,2
84,83,83,75,82.0,Nashik,200000.0,85,Diploma,2
83,86,82,88,91.0,Pune,60000.0,116,Diploma,2
34,42,33,39,47.8,Nashik,200000.0,91,Diploma,2
66,77,65,70,93.6,Pune,120000.0,190,Arts,2
61,56,60,56,73.4,Mumbai,100000.0,134,Arts,2
56,68,55,74,65.0,Mumbai,30000.0,72,Diploma,2
87,85,86,73,79.2,Pune,200000.0,65,Diploma,2
55,65,54,62,74.4,Pune,190000.0,136,Arts,2
86,80,85,75,101.4,Nashik,110000.0,181,Arts,2
52,66,51,73,65.0,Mumbai,100000.0,83,Arts,2
45,56,44,54,73.8,Mumbai,130000.0,170,Diploma,2
72,72,71,71,67.6,Nashik,200000.0,52,Arts,2
57,50,56,54,81.6,Mumbai,30000.0,191,Diploma,2
68,72,67,64,80.2,Pune,40000.0,130,Commerce,2
88,95,87,94,105.4,Mumbai,200000.0,163,Diploma,2
76,64,75,66,81.6,Pune,120000.0,127,Arts,2
46,43,45,42,50.8,Nashik,110000.0,78,Diploma,2
67,86,66,83,78.8,Nashik,50000.0,92,Science,2
92,87,91,78,96.6,Nashik,120000.0,135,Arts,2
83,82,82,84,101.6,Mumbai,190000.0,177,Arts,2
80,75,79,77,96.6,Pune,10000.0,172,Arts,2
63,66,62,67,64.2,Nashik,180000.0,63,Arts,2
64,60,63,74,90.2,Pune,80000.0,190,Arts,2
54,52,53,51,70.2,Mumbai,150000.0,141,Arts,2
84,80,83,80,103.4,Mumbai,110000.0,190,Arts,2
73,68,72,66,83.2,Mumbai,10000.0,137,Arts,2
80,83,79,83,98.8,Pune,40000.0,169,Arts,2
56,52,55,55,71.4,Mumbai,60000.0,139,Arts,2
59,51,58,43,80.4,Nashik,110000.0,191,Arts,2
75,74,74,69,95.2,Pune,200000.0,184,Arts,2
85,76,84,71,82.8,Pune,150000.0,98,Arts,2
89,76,88,74,86.2,Nashik,190000.0,104,Diploma,2
58,70,57,68,89.4,Pune,110000.0,194,Diploma,2
65,64,64,62,71.8,Mumbai,90000.0,104,Diploma,2
68,60,67,53,74.6,Nashik,10000.0,125,Arts,2
47,49,46,49,59.2,Mumbai,110000.0,105,Arts,2
71,83,70,83,88.4,Pune,20000.0,135,Diploma,2
60,70,59,70,62.2,Mumbai,200000.0,52,Commerce,2
80,80,79,72,73.0,Pune,20000.0,54,Arts,2
54,52,53,52,81.4,Nashik,120000.0,196,Commerce,2
62,73,61,70,85.6,Pune,200000.0,162,Diploma,2
64,73,63,68,72.0,Nashik,10000.0,92,Arts,2
78,77,77,77,99.6,Nashik,30000.0,189,Arts,2
70,75,69,78,72.6,Nashik,160000.0,71,Arts,2
65,81,64,81,74.0,Nashik,120000.0,79,Diploma,2
64,79,63,77,93.6,Mumbai,100000.0,185,Diploma,2
79,79,78,78,93.8,Nashik,140000.0,155,Diploma,2
44,50,43,51,58.2,Mumbai,60000.0,103,Arts,2
99,93,98,90,106.0,Nashik,10000.0,150,Arts,2
76,73,75,68,74.6,Pune,60000.0,81,Arts,2
59,42,58,41,58.2,Mumbai,80000.0,91,Diploma,2
63,75,62,81,73.8,Pune,60000.0,88,Arts,2
69,72,68,77,67.4,Pune,60000.0,51,Arts,2
88,92,87,95,91.0,Mumbai,40000.0,93,Arts,2
71,76,70,70,86.0,Pune,110000.0,143,Diploma,2
69,63,68,61,78.6,Pune,10000.0,132,Diploma,2
58,49,57,42,78.4,Nashik,150000.0,186,Diploma,2
47,53,46,58,66.0,Mumbai,10000.0,126,Commerce,2
65,70,64,71,70.4,Nashik,60000.0,82,Diploma,2
88,85,87,76,85.2,Pune,120000.0,90,Arts,2
83,78,82,73,98.2,Nashik,130000.0,175,Diploma,2
85,92,84,93,105.6,Mumbai,170000.0,174,Diploma,2
59,63,58,75,85.0,Pune,170000.0,170,Diploma,2
65,86,64,80,88.4,Pune,170000.0,147,Diploma,2
73,56,72,57,91.4,Nashik,130000.0,199,Diploma,2
53,52,52,42,70.0,Nashik,10000.0,151,Arts,2
45,48,44,46,71.4,Mumbai,130000.0,174,Arts,2
73,79,72,84,86.0,Mumbai,110000.0,122,Diploma,2
70,78,69,78,75.0,Pune,200000.0,80,Diploma,2
37,46,36,46,63.0,Nashik,170000.0,150,Arts,2
81,82,80,82,84.4,Mumbai,150000.0,97,Arts,2
97,82,96,88,87.0,Nashik,50000.0,72,Diploma,2
67,89,66,82,95.0,Pune,120000.0,171,Arts,2
88,75,87,76,97.8,Pune,20000.0,163,Arts,2
77,76,76,77,75.2,Mumbai,130000.0,70,Diploma,2
76,70,75,68,87.6,Pune,20000.0,149,Diploma,2
86,73,85,70,76.2,Nashik,110000.0,67,Arts,2
63,60,62,57,74.6,Mumbai,90000.0,131,Diploma,2
65,73,64,75,93.8,Nashik,100000.0,192,Arts,2
78,77,77,80,80.0,Pune,120000.0,88,Diploma,2
67,62,66,60,71.6,Mumbai,180000.0,103,Arts,2
46,41,45,43,68.8,Mumbai,130000.0,169,Diploma,2
71,74,70,68,79.2,Pune,150000.0,113,Diploma,2
40,46,39,50,67.2,Nashik,80000.0,161,Arts,2
90,87,89,75,88.4,Nashik,50000.0,101,Diploma,2
81,78,80,81,99.6,Mumbai,30000.0,178,Arts,2
56,54,55,52,64.6,Nashik,160000.0,106,Arts,2
67,84,66,81,89.8,Mumbai,10000.0,151,Arts,2
80,76,79,64,74.2,Mumbai,60000.0,72,Diploma,2
74,75,73,83,85.2,Mumbai,180000.0,121,Diploma,2
69,67,68,69,69.4,Pune,10000.0,74,Arts,2
99,87,98,81,84.6,Nashik,120000.0,58,Commerce,2
51,52,50,44,52.4,Nashik,10000.0,65,Diploma,2
53,71,52,67,73.0,Pune,160000.0,122,Diploma,2
49,57,48,52,58.0,Pune,70000.0,84,Diploma,2
73,76,72,80,79.2,Nashik,130000.0,95,Diploma,2
66,60,65,57,81.8,Pune,200000.0,161,Arts,2
67,61,66,68,69.6,Nashik,160000.0,86,Arts,2
68,67,67,69,71.4,Pune,190000.0,86,Arts,2
59,64,58,75,67.0,Mumbai,50000.0,79,Diploma,2
71,66,70,65,77.2,Nashik,80000.0,114,Arts,2
77,82,76,91,75.2,Mumbai,50000.0,50,Diploma,2
83,72,82,78,97.0,Mumbai,160000.0,170,Diploma,2
63,71,62,69,71.6,Mumbai,50000.0,93,Commerce,2
56,65,55,63,76.0,Nashik,10000.0,141,Diploma,2
67,79,66,84,69.4,Mumbai,70000.0,51,Arts,2
75,86,74,79,99.4,Nashik,60000.0,183,Diploma,2
71,81,70,80,84.8,Pune,40000.0,122,Diploma,2
43,53,42,53,64.6,Pune,40000.0,132,Arts,2
41,46,40,43,60.2,Pune,50000.0,131,Arts,2
82,90,81,94,80.0,Nashik,20000.0,53,Arts,2
61,61,60,62,69.0,Mumbai,10000.0,101,Arts,2
28,23,27,19,31.0,Mumbai,150000.0,58,Diploma,2
82,75,81,77,85.6,Mumbai,10000.0,113,Arts,2
41,55,40,51,70.0,Pune,110000.0,163,Arts,2
71,60,70,61,66.2,Nashik,130000.0,69,Diploma,2
47,37,46,35,68.4,Mumbai,120000.0,177,Diploma,2
62,56,61,53,83.8,Nashik,190000.0,187,Arts,2
90,78,89,81,107.0,Pune,80000.0,197,Arts,2
83,93,82,95,86.0,Mumbai,120000.0,77,Arts,2
61,68,60,66,90.0,Pune,40000.0,195,Arts,2
76,70,75,69,90.8,Nashik,150000.0,164,Diploma,2
49,51,48,43,76.8,Pune,30000.0,193,Diploma,2
24,38,23,27,33.0,Nashik,180000.0,53,Arts,2
35,55,34,60,76.8,Mumbai,90000.0,200,Diploma,2
58,61,57,52,72.6,Mumbai,130000.0,135,Diploma,2
61,73,60,63,64.8,Nashik,100000.0,67,Diploma,2
69,76,68,74,84.6,Pune,180000.0,136,Commerce,2
67,72,66,67,66.6,Nashik,200000.0,61,Diploma,2
79,73,78,67,81.8,Nashik,140000.0,112,Diploma,2
72,80,71,75,96.6,Pune,60000.0,185,Commerce,2
62,61,61,57,64.0,Mumbai,50000.0,79,Arts,2
77,94,76,95,103.6,Nashik,110000.0,176,Arts,2
75,74,74,66,83.6,Mumbai,20000.0,129,Science,2
87,74,86,76,91.6,Mumbai,20000.0,135,Diploma,2
52,65,51,69,65.8,Nashik,190000.0,92,Arts,2
66,57,65,52,85.0,Pune,140000.0,185,Diploma,2
63,78,62,80,83.4,Nashik,60000.0,134,Arts,2
46,58,45,57,58.4,Pune,150000.0,86,Arts,2
59,71,58,70,83.4,Pune,10000.0,159,Commerce,2
61,72,60,70,63.6,Nashik,170000.0,55,Arts,2
63,61,62,61,66.2,Mumbai,90000.0,84,Arts,2
42,66,41,69,81.8,Mumbai,70000.0,191,Arts,2
59,62,58,61,58.4,Pune,180000.0,52,Arts,2
80,90,79,89,77.6,Nashik,80000.0,50,Diploma,2
58,62,57,59,62.0,Mumbai,90000.0,74,Diploma,2
85,84,84,78,99.8,Mumbai,70000.0,168,Diploma,2
52,58,51,58,63.6,Mumbai,190000.0,99,Diploma,2
