Maths,General Science,History,Geography,Language,Mean,Gender,Major
68,67,85,86,73,74.16666666666667,Female,Commerce
47,54,69,58,53,57.26666666666667,Male,Science
62,61,71,61,58,62.66666666666666,Female,Arts
79,88,61,60,94,73.53333333333333,Male,Commerce
73,69,60,38,68,61.0,Male,Arts
66,83,75,37,83,66.46666666666667,Male,Diploma
51,60,84,95,58,68.63333333333334,Male,Arts
51,66,95,92,62,75.43333333333334,Female,Commerce
85,66,45,72,71,64.7,Male,Arts
97,92,35,44,86,65.7,Male,Diploma
75,69,71,77,68,72.43333333333334,Female,Science
79,82,89,80,80,79.63333333333334,Female,Arts
81,77,82,82,79,76.66666666666667,Male,Commerce
82,95,32,67,89,72.0,Female,Diploma
64,63,97,71,66,73.8,Female,Science
78,83,77,34,80,69.66666666666667,Male,Arts
92,100,78,49,97,78.16666666666667,Female,Arts
72,67,66,90,64,68.89999999999999,Female,Arts
62,67,49,72,64,62.3,Female,Commerce
79,72,38,67,69,65.60000000000001,Male,Commerce
79,76,85,58,65,73.33333333333333,Male,Diploma
87,90,89,99,88,87.13333333333333,Female,Arts
40,48,68,42,50,50.96666666666667,Female,Diploma
77,62,61,96,64,72.06666666666666,Female,Diploma
53,45,33,72,40,51.23333333333333,Male,Science
32,39,66,43,33,47.53333333333333,Male,Diploma
55,72,77,73,79,72.03333333333333,Male,Arts
61,67,33,81,66,62.833333333333336,Male,Diploma
53,70,39,55,70,59.3,Male,Arts
73,66,37,37,62,54.93333333333334,Female,Science
74,75,84,74,79,78.46666666666667,Male,Science
63,74,38,73,74,64.23333333333333,Female,Arts
96,90,49,67,92,76.89999999999999,Female,Commerce
63,80,44,38,80,60.96666666666667,Female,Arts
48,51,32,92,46,54.56666666666666,Male,Science
48,43,92,64,45,60.9,Female,Arts
92,100,64,42,100,76.2,Female,Commerce
61,71,66,84,78,70.10000000000001,Male,Commerce
63,48,100,47,47,62.3,Male,Commerce
68,68,92,66,67,69.56666666666666,Female,Commerce
71,75,49,93,70,72.16666666666667,Male,Arts
91,96,66,84,92,84.56666666666666,Male,Diploma
53,62,61,74,56,62.63333333333333,Male,Science
50,66,55,68,64,60.8,Male,Arts
74,81,74,35,71,65.7,Female,Diploma
40,55,38,90,53,57.56666666666666,Female,Commerce
61,51,80,75,52,64.63333333333334,Female,Commerce
81,91,46,68,89,71.89999999999999,Male,Arts
48,56,82,100,58,68.83333333333333,Male,Science
53,61,67,63,68,63.56666666666666,Male,Science
81,97,55,31,96,66.16666666666667,Female,Commerce
77,79,34,92,80,72.06666666666666,Male,Commerce
63,73,69,85,78,73.5,Male,Commerce
73,75,94,47,80,73.3,Male,Commerce
69,77,87,71,77,75.23333333333333,Male,Arts
65,76,44,57,76,65.0,Female,Commerce
55,73,55,96,73,69.7,Male,Commerce
44,63,51,69,62,59.03333333333333,Female,Arts
54,64,50,39,65,53.76666666666667,Male,Science
48,66,46,92,65,63.63333333333333,Male,Science
58,57,100,64,54,69.53333333333333,Male,Arts
71,62,35,38,50,51.333333333333336,Male,Arts
68,68,72,55,64,64.5,Female,Arts
74,76,83,54,73,70.8,Male,Science
92,100,85,45,99,80.2,Female,Diploma
56,79,98,65,72,72.8,Male,Commerce
30,24,84,75,15,52.6,Male,Commerce
53,54,92,71,48,64.23333333333333,Female,Diploma
69,77,77,45,73,68.8,Female,Arts
65,82,54,57,81,67.06666666666666,Male,Diploma
54,60,98,72,63,69.8,Male,Arts
29,29,61,50,30,44.1,Male,Arts
76,78,78,96,80,82.83333333333333,Female,Diploma
60,57,81,44,51,58.43333333333334,Male,Commerce
84,89,100,65,90,86.26666666666667,Female,Science
75,72,89,65,62,73.56666666666666,Female,Diploma
85,84,87,71,82,79.7,Male,Science
40,58,43,48,54,48.6,Male,Arts
61,64,66,49,62,60.333333333333336,Male,Diploma
58,63,40,73,65,59.36666666666667,Male,Arts
69,60,76,78,63,71.10000000000001,Male,Science
58,59,35,82,66,60.3,Male,Diploma
94,90,95,55,91,80.89999999999999,Male,Diploma
65,77,43,64,74,62.36666666666667,Male,Science
82,93,45,93,93,77.56666666666666,Male,Diploma
60,68,99,47,72,69.56666666666666,Male,Commerce
37,45,46,88,38,54.43333333333334,Male,Diploma
88,78,48,50,83,66.10000000000001,Female,Arts
95,81,39,71,84,72.46666666666667,Male,Diploma
65,73,32,68,68,59.76666666666667,Male,Commerce
35,61,45,81,54,56.03333333333333,Male,Arts
62,63,30,98,56,62.93333333333334,Male,Diploma
58,51,96,68,52,66.96666666666667,Female,Science
100,96,43,36,86,69.89999999999999,Female,Diploma
61,58,73,67,62,63.833333333333336,Female,Commerce
100,97,40,62,99,74.60000000000001,Female,Science
69,70,72,35,63,62.3,Male,Arts
61,48,64,94,46,65.03333333333333,Male,Diploma
49,57,77,67,46,60.53333333333333,Female,Diploma
44,51,41,45,55,47.66666666666666,Male,Science
67,64,71,34,70,61.7,Male,Commerce
79,60,67,75,65,68.76666666666667,Male,Arts
66,74,61,86,81,73.03333333333333,Male,Arts
75,88,39,83,85,72.5,Female,Arts
84,84,69,35,80,67.73333333333333,Male,Diploma
71,74,30,52,64,57.96666666666667,Male,Science
67,80,60,68,81,72.56666666666666,Male,Arts
80,92,91,64,88,78.46666666666667,Female,Arts
86,76,37,46,74,64.26666666666667,Male,Commerce
76,74,66,38,73,64.3,Female,Arts
41,52,70,62,51,54.73333333333333,Male,Commerce
74,88,61,32,90,66.2,Female,Science
72,81,34,89,79,67.96666666666667,Female,Commerce
74,79,61,62,80,68.16666666666667,Female,Science
70,65,45,77,60,63.9,Male,Science
65,81,83,92,81,79.26666666666667,Male,Diploma
59,70,94,45,65,64.56666666666666,Female,Diploma
64,62,87,44,68,66.96666666666667,Male,Arts
50,53,53,100,55,62.56666666666666,Male,Diploma
69,79,38,69,81,65.33333333333333,Female,Commerce
51,56,84,93,53,69.60000000000001,Male,Diploma
68,80,62,44,76,67.06666666666666,Male,Science
85,86,53,83,98,78.76666666666667,Male,Commerce
65,70,30,70,74,59.96666666666667,Male,Arts
73,79,74,35,79,69.26666666666667,Female,Diploma
62,67,59,93,67,71.43333333333334,Male,Arts
77,67,83,97,64,79.53333333333333,Male,Arts
69,66,93,82,61,74.23333333333333,Female,Commerce
43,60,83,92,58,65.86666666666666,Female,Diploma
90,87,93,68,85,81.89999999999999,Male,Commerce
74,77,59,70,73,70.8,Male,Arts
73,66,61,56,63,63.46666666666667,Female,Arts
55,71,86,30,69,62.03333333333333,Female,Commerce
65,69,46,41,67,58.86666666666667,Female,Arts
80,63,51,94,63,71.3,Male,Arts
50,60,35,36,60,47.3,Female,Science
63,73,95,82,71,75.63333333333334,Female,Science
77,85,60,85,87,77.33333333333333,Male,Commerce
73,74,70,57,61,68.56666666666666,Female,Commerce
81,72,40,58,77,63.76666666666667,Male,Arts
66,76,38,50,68,58.63333333333333,Female,Diploma
52,57,88,67,50,63.1,Female,Arts
69,78,80,90,76,77.66666666666667,Male,Diploma
65,84,37,92,84,70.73333333333333,Male,Arts
69,77,46,61,78,65.73333333333333,Female,Science
50,64,76,66,66,62.53333333333333,Male,Science
73,78,81,39,76,68.23333333333333,Female,Arts
70,82,30,94,76,66.83333333333333,Female,Arts
81,75,34,32,78,57.4,Male,Arts
63,61,77,82,60,69.93333333333334,Female,Arts
67,72,82,63,74,71.16666666666667,Male,Arts
60,68,100,86,60,75.3,Female,Science
62,55,74,40,54,59.6,Male,Arts
29,40,61,77,44,56.26666666666667,Female,Diploma
62,66,76,89,68,72.93333333333334,Male,Commerce
94,99,75,44,100,81.03333333333333,Female,Science
85,75,94,33,68,70.23333333333333,Female,Arts
77,78,32,97,73,71.23333333333333,Male,Arts
53,58,38,40,44,48.73333333333333,Male,Arts
93,90,82,92,83,86.83333333333333,Female,Diploma
49,53,46,93,53,59.9,Male,Diploma
73,76,97,100,78,82.13333333333334,Male,Commerce
66,74,52,31,81,60.1,Female,Commerce
77,77,42,97,73,71.60000000000001,Female,Science
49,63,37,94,56,61.43333333333334,Male,Arts
79,89,76,73,86,78.93333333333334,Male,Arts
75,82,52,33,90,65.63333333333334,Male,Commerce
59,72,50,71,70,64.60000000000001,Female,Arts
57,78,92,100,79,81.0,Female,Science
66,66,55,80,59,65.60000000000001,Male,Diploma
79,81,59,52,82,68.93333333333334,Male,Arts
57,67,47,86,72,66.16666666666667,Female,Arts
87,84,47,66,87,72.0,Male,Diploma
63,64,79,54,67,64.93333333333334,Female,Science
59,63,95,49,64,66.39999999999999,Female,Commerce
62,72,63,96,65,71.5,Male,Diploma
46,34,89,82,36,61.0,Male,Arts
66,59,72,48,52,58.26666666666667,Male,Arts
89,87,85,46,79,76.26666666666667,Male,Arts
42,61,94,72,58,66.83333333333333,Female,Arts
93,84,32,76,90,72.0,Female,Science
80,85,60,98,85,79.53333333333333,Male,Diploma
98,100,80,99,99,92.76666666666668,Female,Commerce
81,81,64,72,84,76.60000000000001,Female,Commerce
60,70,97,41,74,68.2,Male,Science
76,94,87,95,87,86.5,Male,Commerce
73,78,59,44,72,65.7,Male,Arts
96,96,64,33,99,75.23333333333333,Male,Arts
76,76,62,100,74,76.3,Male,Diploma
91,73,86,94,80,84.5,Female,Arts
62,72,47,35,70,56.96666666666667,Male,Commerce
55,59,51,59,59,57.9,Male,Science
74,90,85,98,88,86.60000000000001,Female,Commerce
50,48,88,81,42,62.23333333333333,Female,Science
47,43,64,35,41,46.0,Female,Science
81,74,31,75,71,65.26666666666667,Female,Arts
65,75,96,36,77,68.13333333333334,Male,Science
68,51,66,84,57,65.06666666666666,Male,Arts
73,92,56,80,84,75.89999999999999,Male,Arts
53,39,82,38,37,51.96666666666667,Female,Diploma
68,77,38,74,80,65.8,Male,Arts
55,46,73,100,43,65.26666666666667,Female,Science
87,89,43,30,94,65.89999999999999,Male,Science
55,47,82,79,44,64.10000000000001,Female,Arts
53,58,48,42,57,53.43333333333334,Male,Arts
67,57,91,79,59,73.2,Male,Commerce
92,79,60,36,84,69.26666666666667,Male,Diploma
53,66,53,95,73,68.8,Male,Science
81,71,99,84,73,81.93333333333334,Female,Science
61,60,93,51,55,66.06666666666666,Male,Commerce
80,73,74,93,72,77.83333333333333,Female,Science
37,57,68,67,56,57.86666666666667,Male,Diploma
81,84,83,59,82,75.06666666666666,Male,Diploma
59,73,51,30,72,55.56666666666666,Male,Commerce
55,55,37,55,47,49.63333333333333,Male,Arts
72,79,85,62,74,72.43333333333334,Male,Arts
69,75,86,63,71,72.5,Male,Arts
69,64,41,65,68,61.16666666666666,Male,Commerce
50,60,95,65,59,67.56666666666666,Male,Science
87,84,37,62,86,70.93333333333334,Male,Arts
71,69,30,53,68,58.333333333333336,Female,Science
68,72,89,37,65,67.13333333333334,Female,Arts
79,77,48,79,75,73.10000000000001,Female,Arts
77,90,82,63,85,76.5,Female,Science
58,55,49,90,53,63.16666666666666,Female,Science
84,95,33,96,92,75.86666666666666,Male,Diploma
55,58,45,67,52,57.5,Male,Science
70,68,85,75,72,75.06666666666666,Female,Arts
52,59,82,33,65,59.76666666666667,Male,Arts
69,77,87,65,77,75.60000000000001,Female,Arts
53,72,34,50,64,53.833333333333336,Female,Arts
48,58,83,44,54,61.8,Female,Diploma
78,81,61,60,86,72.03333333333333,Female,Diploma
62,62,91,46,63,67.13333333333334,Female,Arts
60,63,73,58,59,61.03333333333333,Male,Arts
74,72,80,76,72,72.60000000000001,Male,Arts
58,75,85,42,77,65.3,Female,Commerce
76,62,74,44,60,61.4,Male,Commerce
68,71,69,71,75,70.39999999999999,Male,Arts
58,60,54,87,57,64.36666666666666,Female,Diploma
52,48,36,77,49,55.0,Male,Arts
75,73,100,61,74,74.66666666666667,Male,Arts
52,67,80,39,72,62.36666666666667,Male,Commerce
62,78,53,89,79,74.13333333333334,Female,Diploma
66,65,62,57,60,62.73333333333333,Male,Science
49,58,96,90,55,69.06666666666666,Female,Arts
66,72,37,60,70,60.833333333333336,Female,Arts
35,44,45,54,43,45.5,Female,Science
72,79,83,42,82,71.56666666666666,Male,Commerce
94,85,50,47,82,70.0,Male,Arts
46,56,33,79,57,55.56666666666666,Female,Arts
77,90,96,93,84,84.83333333333333,Female,Diploma
76,85,90,44,82,73.5,Male,Commerce
52,59,38,79,62,57.26666666666667,Female,Diploma
91,81,91,89,79,85.8,Male,Arts
32,51,70,40,44,48.5,Female,Commerce
72,79,70,64,77,70.16666666666667,Male,Diploma
19,38,85,39,32,44.73333333333333,Male,Diploma
68,65,45,87,61,64.60000000000001,Male,Commerce
52,65,84,39,61,61.06666666666666,Male,Diploma
48,62,49,90,60,61.53333333333333,Male,Science
60,66,34,86,70,64.96666666666667,Female,Commerce
66,74,68,37,69,62.06666666666666,Female,Science
89,84,37,72,77,69.23333333333333,Female,Commerce
42,52,49,76,51,56.6,Male,Arts
57,68,50,39,73,55.5,Female,Diploma
70,70,82,49,70,67.03333333333333,Male,Diploma
70,84,79,68,81,73.60000000000001,Female,Arts
69,60,53,91,54,65.56666666666666,Male,Commerce
52,55,41,75,57,57.2,Male,Diploma
67,73,33,73,68,59.96666666666667,Male,Commerce
76,80,71,97,73,79.66666666666667,Male,Arts
87,94,92,52,95,80.56666666666666,Female,Diploma
82,85,95,38,87,76.33333333333333,Female,Diploma
73,76,92,82,78,79.96666666666667,Female,Commerce
75,81,57,62,74,67.13333333333334,Female,Arts
64,74,49,76,75,67.16666666666667,Male,Science
41,45,45,65,40,49.76666666666667,Female,Science
90,75,76,60,69,72.56666666666666,Male,Diploma
59,54,85,55,51,63.0,Male,Arts
51,31,40,96,36,53.53333333333333,Male,Science
45,47,47,79,49,56.73333333333333,Male,Commerce
54,64,88,85,67,73.83333333333333,Female,Arts
87,84,72,90,76,79.3,Male,Arts
72,80,57,91,83,72.93333333333334,Female,Commerce
94,86,32,95,87,75.96666666666667,Female,Commerce
45,59,91,42,64,60.1,Male,Commerce
61,70,77,36,76,62.7,Male,Diploma
60,72,67,79,68,66.26666666666667,Female,Arts
77,91,31,49,88,64.63333333333334,Male,Science
85,90,79,60,92,76.2,Male,Science
78,90,90,51,93,79.56666666666666,Female,Diploma
49,52,93,35,51,56.333333333333336,Female,Arts
71,87,41,85,82,71.33333333333333,Male,Arts
48,58,34,89,52,56.76666666666667,Female,Diploma
62,67,87,38,58,62.03333333333333,Male,Diploma
56,68,38,79,70,60.96666666666667,Male,Arts
65,69,70,73,76,70.23333333333333,Female,Arts
69,86,61,100,81,77.13333333333334,Female,Arts
68,54,60,98,53,67.26666666666667,Female,Diploma
61,60,71,72,57,66.46666666666667,Male,Arts
74,86,63,35,89,67.93333333333334,Male,Arts
64,60,97,44,58,63.63333333333333,Female,Science
77,82,33,48,89,63.36666666666667,Female,Diploma
58,50,84,73,45,64.39999999999999,Male,Diploma
60,64,40,63,74,59.26666666666667,Female,Commerce
73,64,37,89,57,65.66666666666667,Female,Diploma
75,82,54,91,79,75.03333333333333,Male,Diploma
58,57,92,48,53,64.16666666666667,Female,Science
66,77,58,72,73,68.26666666666667,Male,Arts
39,52,40,93,46,57.3,Male,Diploma
64,58,46,37,51,52.56666666666666,Male,Commerce
23,44,99,84,36,59.9,Female,Arts
74,77,74,64,76,69.8,Male,Science
40,65,83,71,64,66.76666666666667,Female,Diploma
90,85,43,80,84,73.96666666666667,Female,Science
91,85,71,52,85,73.26666666666667,Female,Commerce
64,54,88,90,50,69.73333333333333,Female,Commerce
59,72,75,64,68,69.60000000000001,Female,Arts
80,75,43,95,69,69.66666666666667,Female,Science
71,67,79,45,67,65.83333333333333,Female,Commerce
61,68,66,100,63,70.83333333333333,Female,Commerce
87,85,91,96,93,87.23333333333333,Male,Arts
82,67,71,41,61,63.333333333333336,Male,Arts
62,64,90,98,55,73.76666666666667,Female,Commerce
97,97,50,86,96,83.7,Male,Commerce
75,68,99,61,65,73.03333333333333,Female,Science
65,79,92,37,81,69.56666666666666,Male,Diploma
52,49,55,47,46,51.5,Male,Commerce
87,73,99,94,72,84.86666666666666,Female,Science
53,62,65,65,53,62.53333333333333,Male,Arts
81,86,87,52,87,77.3,Male,Science
39,42,79,30,38,46.93333333333334,Male,Science
71,71,79,69,80,72.83333333333333,Female,Diploma
97,93,30,96,91,78.89999999999999,Male,Commerce
82,82,52,86,88,74.89999999999999,Female,Commerce
59,53,33,48,52,51.7,Female,Commerce
61,42,43,88,41,56.63333333333333,Male,Diploma
78,74,59,62,72,67.89999999999999,Male,Commerce
49,51,82,69,51,64.53333333333333,Female,Diploma
59,58,47,75,47,58.2,Female,Science
70,72,75,71,76,71.3,Female,Diploma
82,84,55,77,78,75.8,Female,Diploma
90,90,67,42,82,73.73333333333333,Male,Diploma
43,62,93,74,61,65.3,Male,Arts
80,64,37,43,66,57.16666666666666,Female,Commerce
81,82,30,38,84,62.0,Male,Commerce
57,61,94,91,54,71.53333333333333,Male,Arts
59,72,81,54,80,68.56666666666666,Female,Arts
64,76,71,30,74,63.5,Female,Commerce
63,64,88,44,66,66.39999999999999,Female,Diploma
71,70,63,97,70,73.13333333333334,Male,Science
64,73,84,98,71,79.2,Female,Commerce
55,46,30,56,44,47.3,Female,Arts
51,51,33,65,54,52.23333333333333,Male,Diploma
62,76,86,81,80,75.39999999999999,Female,Science
93,100,63,93,95,84.10000000000001,Female,Science
54,72,79,30,59,58.333333333333336,Female,Diploma
69,65,63,85,74,70.33333333333333,Male,Arts
44,51,49,45,48,48.56666666666666,Female,Diploma
86,85,47,76,91,73.43333333333334,Male,Commerce
85,92,43,74,85,72.0,Male,Science
50,67,68,88,73,70.36666666666666,Male,Diploma
88,74,64,61,75,69.36666666666666,Male,Commerce
59,62,51,53,69,60.2,Female,Diploma
32,34,76,78,38,54.06666666666666,Female,Arts
36,29,56,68,27,47.0,Female,Commerce
63,78,55,76,79,68.16666666666667,Female,Arts
67,54,30,54,63,54.13333333333333,Male,Commerce
65,78,72,66,82,70.46666666666667,Female,Diploma
85,84,83,37,89,74.43333333333334,Female,Diploma
73,78,63,49,74,65.33333333333333,Male,Science
34,48,82,65,41,56.16666666666666,Female,Diploma
93,100,77,44,100,81.96666666666667,Female,Commerce
67,84,49,79,84,69.53333333333333,Male,Arts
88,77,84,45,77,71.83333333333333,Male,Science
57,48,30,45,51,48.8,Female,Diploma
79,84,54,58,91,72.16666666666667,Female,Arts
67,75,100,99,72,82.96666666666667,Male,Diploma
70,64,91,46,70,65.66666666666667,Female,Diploma
50,42,77,46,48,52.86666666666667,Male,Diploma
69,84,86,67,82,75.93333333333334,Female,Science
52,61,52,33,66,55.93333333333334,Male,Diploma
47,62,95,97,66,75.76666666666667,Male,Diploma
46,61,44,75,55,59.66666666666666,Male,Science
68,70,51,47,66,59.7,Female,Science
100,100,93,94,100,92.4,Male,Arts
44,61,79,94,52,66.23333333333333,Female,Diploma
57,77,67,79,80,72.56666666666666,Male,Diploma
91,96,99,60,91,85.60000000000001,Female,Science
69,70,75,45,67,63.66666666666666,Male,Commerce
35,53,62,32,46,49.0,Male,Diploma
72,66,43,85,66,66.3,Male,Science
54,65,88,44,65,64.10000000000001,Female,Science
74,70,90,37,69,67.89999999999999,Male,Arts
74,64,35,85,60,65.60000000000001,Male,Diploma
64,56,84,75,52,68.93333333333334,Male,Arts
65,61,94,42,71,68.3,Male,Arts
46,43,38,97,44,54.76666666666667,Female,Diploma
48,56,31,43,51,47.16666666666666,Male,Commerce
67,74,45,95,70,70.43333333333334,Female,Arts
62,57,83,98,62,73.86666666666666,Male,Diploma
61,71,44,99,73,67.86666666666666,Female,Diploma
70,75,55,39,74,64.03333333333333,Male,Arts
98,87,48,95,90,82.23333333333333,Male,Arts
70,63,98,87,58,75.13333333333334,Male,Science
67,57,79,50,53,62.9,Female,Commerce
57,58,100,37,57,64.33333333333333,Male,Diploma
85,81,56,60,85,70.3,Male,Arts
77,68,79,87,69,75.96666666666667,Female,Diploma
72,66,42,68,72,63.03333333333333,Male,Arts
78,91,52,78,96,75.33333333333333,Female,Science
81,66,50,90,64,70.3,Male,Science
61,62,46,30,61,51.63333333333333,Male,Arts
58,68,49,72,61,60.03333333333333,Male,Arts
54,61,94,53,58,65.63333333333334,Male,Arts
82,82,50,92,80,73.36666666666666,Male,Commerce
49,58,70,76,60,62.36666666666667,Male,Diploma
49,50,93,78,52,64.96666666666667,Female,Arts
57,75,72,80,73,69.5,Female,Diploma
94,73,39,75,71,66.7,Female,Diploma
75,77,67,46,83,67.26666666666667,Female,Science
74,74,97,91,72,80.7,Male,Diploma
58,52,57,74,54,59.833333333333336,Female,Science
62,69,50,98,69,70.56666666666666,Female,Diploma
72,57,82,43,62,62.93333333333334,Female,Arts
84,87,50,37,81,65.86666666666666,Male,Diploma
92,100,52,36,100,70.60000000000001,Male,Arts
45,63,89,87,59,70.33333333333333,Male,Science
75,81,76,100,71,76.7,Male,Arts
56,58,61,78,64,62.9,Female,Commerce
48,54,68,78,53,62.16666666666666,Female,Science
100,100,81,64,100,85.86666666666667,Female,Science
65,76,51,66,75,66.73333333333333,Male,Arts
72,57,94,57,58,66.93333333333334,Female,Arts
62,70,61,44,72,61.833333333333336,Female,Science
66,68,51,31,64,55.13333333333333,Female,Arts
63,63,98,33,60,63.7,Male,Arts
68,76,46,62,67,63.63333333333333,Female,Commerce
75,84,60,65,80,71.06666666666666,Male,Commerce
89,100,52,73,100,77.86666666666666,Female,Commerce
78,72,97,85,69,79.3,Female,Science
53,50,72,53,60,58.333333333333336,Female,Science
49,65,67,86,61,65.66666666666667,Male,Science
54,63,95,49,67,67.76666666666667,Female,Diploma
64,82,43,76,77,68.96666666666667,Female,Science
60,62,52,67,60,60.56666666666666,Female,Arts
62,65,42,84,58,61.66666666666666,Female,Diploma
55,41,98,43,48,59.0,Female,Science
91,95,36,95,94,77.63333333333334,Female,Arts
8,24,86,92,23,50.23333333333333,Male,Arts
81,78,44,58,78,65.89999999999999,Female,Arts
79,85,77,51,86,73.76666666666667,Male,Commerce
78,87,64,83,91,78.66666666666667,Female,Arts
74,75,50,54,82,66.26666666666667,Female,Diploma
57,51,31,88,54,57.73333333333333,Male,Commerce
40,59,84,97,51,67.16666666666667,Male,Science
81,75,99,69,76,81.10000000000001,Female,Commerce
44,45,35,36,45,45.56666666666666,Male,Arts
67,86,92,77,83,80.13333333333334,Male,Science
86,81,78,97,75,82.56666666666666,Male,Science
65,82,72,73,78,72.53333333333333,Female,Arts
55,76,96,57,76,72.23333333333333,Male,Arts
62,72,50,49,74,62.8,Male,Diploma
63,63,79,77,62,69.63333333333334,Female,Commerce
88,99,64,83,95,84.36666666666666,Male,Diploma
62,55,90,53,55,65.53333333333333,Female,Commerce
59,71,44,49,65,59.06666666666666,Female,Arts
68,78,85,83,77,77.23333333333333,Female,Science
77,86,82,44,86,74.46666666666667,Female,Commerce
72,72,87,78,74,74.26666666666667,Female,Science
69,90,91,45,88,75.2,Female,Science
90,95,82,85,93,87.76666666666667,Female,Science
47,57,96,71,44,65.23333333333333,Male,Commerce
76,78,58,49,75,65.03333333333333,Female,Commerce
71,83,72,49,78,68.0,Male,Commerce
88,95,33,37,92,67.56666666666666,Male,Arts
40,43,44,36,39,41.8,Male,Commerce
64,64,87,62,67,70.36666666666666,Female,Arts
38,60,70,96,50,64.2,Male,Commerce
58,54,46,44,52,51.46666666666667,Male,Commerce
40,52,54,59,43,52.333333333333336,Male,Arts
65,81,56,64,73,68.16666666666667,Male,Arts
78,72,61,83,70,73.3,Male,Arts
50,53,39,67,58,54.4,Female,Commerce
69,75,44,72,78,65.0,Male,Science
88,89,39,77,86,71.8,Female,Commerce
18,32,55,92,28,47.26666666666667,Male,Diploma
46,42,92,57,46,59.66666666666666,Male,Commerce
54,58,30,92,61,60.36666666666667,Female,Arts
66,69,86,63,63,71.33333333333333,Male,Arts
65,75,89,68,70,71.96666666666667,Male,Science
44,54,100,55,53,62.53333333333333,Male,Commerce
69,73,49,40,73,61.4,Male,Science
74,71,30,69,80,66.2,Female,Science
73,74,100,95,72,83.2,Female,Science
69,54,51,33,55,52.2,Female,Arts
67,69,45,81,75,66.3,Female,Science
70,70,59,52,65,62.66666666666666,Female,Commerce
62,70,66,57,75,64.60000000000001,Male,Diploma
69,74,36,57,74,62.23333333333333,Male,Commerce
63,65,41,86,61,63.5,Female,Arts
56,72,63,56,65,63.13333333333333,Male,Arts
40,42,60,41,38,46.8,Male,Diploma
97,87,57,95,82,80.43333333333334,Male,Arts
81,81,58,52,79,68.0,Male,Diploma
74,81,37,67,83,67.8,Female,Science
50,64,81,37,59,59.26666666666667,Male,Diploma
75,90,49,46,88,67.89999999999999,Female,Science
57,56,81,87,57,66.03333333333333,Male,Diploma
55,61,90,83,54,70.63333333333334,Male,Diploma
58,73,56,32,68,57.833333333333336,Female,Commerce
53,58,79,76,65,67.83333333333333,Female,Commerce
59,65,60,81,66,65.3,Male,Arts
50,56,69,65,54,60.06666666666666,Male,Commerce
65,54,50,52,57,57.43333333333334,Female,Arts
55,65,55,86,62,65.0,Male,Science
66,71,69,91,76,74.03333333333333,Male,Commerce
57,74,91,69,76,72.63333333333334,Female,Commerce
82,84,64,70,82,72.93333333333334,Male,Arts
53,55,81,61,48,62.86666666666667,Female,Diploma
77,69,59,98,68,71.10000000000001,Female,Science
53,44,98,97,42,66.86666666666666,Male,Science
88,78,54,81,75,71.03333333333333,Male,Arts
71,84,78,61,87,72.13333333333334,Male,Science
33,41,82,57,43,52.8,Female,Diploma
82,85,98,98,86,86.33333333333333,Female,Commerce
52,55,38,41,49,48.833333333333336,Female,Diploma
58,59,56,88,58,66.23333333333333,Female,Commerce
0,17,58,63,10,34.43333333333333,Female,Diploma
79,74,72,44,72,68.0,Male,Science
39,39,100,88,34,64.36666666666666,Female,Diploma
62,61,76,55,55,63.3,Male,Commerce
69,80,79,77,71,71.89999999999999,Male,Commerce
59,58,92,47,59,65.03333333333333,Female,Commerce
67,64,99,33,61,63.93333333333334,Male,Diploma
45,37,71,96,37,58.7,Male,Science
60,72,85,60,74,69.53333333333333,Male,Commerce
61,58,50,73,56,61.43333333333334,Male,Science
39,64,59,61,57,54.833333333333336,Male,Commerce
58,63,48,55,73,59.23333333333333,Female,Diploma
63,55,100,59,63,66.76666666666667,Male,Diploma
41,51,31,74,48,51.56666666666666,Female,Science
61,57,87,92,56,69.89999999999999,Male,Commerce
49,49,46,63,41,50.43333333333334,Male,Science
44,41,97,56,38,55.8,Male,Diploma
30,26,35,84,22,42.9,Female,Science
80,78,72,81,81,76.46666666666667,Male,Arts
61,74,71,30,72,59.53333333333333,Male,Diploma
62,68,70,86,68,70.56666666666666,Male,Diploma
47,49,45,78,50,53.9,Male,Arts
49,45,48,56,45,50.73333333333333,Male,Science
50,47,99,46,54,61.6,Female,Diploma
72,64,65,63,63,63.66666666666666,Female,Commerce
42,39,61,83,34,53.23333333333333,Female,Science
73,80,97,33,82,70.13333333333334,Female,Commerce
76,83,54,45,88,66.89999999999999,Male,Arts
71,71,85,82,74,78.0,Male,Arts
58,70,95,65,67,70.33333333333333,Female,Diploma
73,86,31,76,82,66.76666666666667,Female,Diploma
65,72,39,83,74,67.56666666666666,Male,Science
27,34,98,67,36,57.86666666666667,Male,Science
71,79,51,93,71,70.8,Male,Science
43,45,37,57,50,47.833333333333336,Male,Commerce
79,86,94,94,92,84.5,Female,Diploma
78,81,58,41,82,66.96666666666667,Female,Diploma
65,66,77,52,62,64.66666666666667,Female,Arts
63,72,75,35,70,63.66666666666666,Male,Diploma
58,67,37,88,62,61.43333333333334,Female,Commerce
65,67,72,31,62,60.36666666666667,Female,Science
79,67,45,60,67,61.43333333333334,Male,Science
68,74,48,58,74,62.53333333333333,Male,Arts
85,91,99,76,89,84.7,Male,Science
60,44,88,54,47,58.5,Male,Diploma
98,86,96,75,90,84.89999999999999,Female,Commerce
58,67,93,67,72,70.10000000000001,Male,Diploma
